Date,QQQ,UUP,FXE,FXY,FXNAX,SEGA.MI
7/17/2013,69.930321,21.686865,129.949997,98.209999,9.240142,107.769997
7/18/2013,69.754456,21.725626,129.820007,97.309998,9.216011,107.959999
7/19/2013,69.03257,21.667486,130.169998,97.480003,9.248184,107.970001
7/22/2013,69.236176,21.570583,130.589996,98.309998,9.256224,108.080002
7/23/2013,68.727158,21.50275,130.970001,98.349998,9.248184,107.949997
7/24/2013,68.94928,21.580275,130.669998,97.519997,9.216011,107.739998
7/26/2013,69.754456,21.415539,131.520004,99.639999,9.224051,107.629997
7/29/2013,69.624893,21.415539,131.339996,99.959999,9.216011,107.559998
7/31/2013,70.124641,21.405848,131.740005,99.93,9.234562,107.720001
8/1/2013,70.837288,21.589964,130.740005,98.330002,9.194272,107.870003
8/2/2013,71.235245,21.473679,131.550003,98.949997,9.234562,108.07
8/5/2013,71.281517,21.444609,131.309998,99.57,9.218448,107.860001
8/6/2013,70.855774,21.386467,131.740005,100.110001,9.218448,107.949997
8/12/2013,70.957611,21.308945,131.710007,101.059998,9.226509,108.18
8/14/2013,71.087173,21.405848,131.289993,99.769997,9.186218,107.809998
8/16/2013,69.85627,21.299253,132,100.309998,9.12981,107.610001
8/19/2013,69.735947,21.289562,132.039993,100.349998,9.105636,107.32
8/20/2013,70.041351,21.192661,132.889999,100.589996,9.12981,107.360001
8/22/2013,70.485596,21.347708,132.210007,99.129997,9.097578,107.139999
8/23/2013,70.957611,21.308945,132.520004,99.169998,9.12981,107.07
8/26/2013,70.994614,21.308945,132.360001,99.360001,9.14593,107.139999
8/27/2013,69.541595,21.241112,132.550003,100.769997,9.178158,107.129997
8/28/2013,69.809959,21.328325,132.050003,100.099998,9.14593,107.110001
8/30/2013,69.846992,21.50275,130.839996,99.629997,9.172538,107.160004
9/3/2013,70.244987,21.570583,130.419998,98.279999,9.140241,107.010002
9/9/2013,72.031174,21.405848,131.259995,98.25,9.124091,106.730003
9/10/2013,72.382858,21.405848,131.339996,97.529999,9.099876,106.419998
9/11/2013,72.244026,21.328325,131.800003,97.959999,9.124091,106.629997
9/13/2013,72.244026,21.308945,131.679993,98.540001,9.132169,106.839996
9/16/2013,72.049683,21.260494,131.990005,98.669998,9.148314,107.160004
9/19/2013,73.576759,21.008547,133.869995,98.410004,9.212908,107.540001
9/20/2013,73.324265,21.018236,133.830002,98.449997,9.212908,107.480003
9/23/2013,73.175751,21.027927,133.550003,99.010002,9.229059,107.639999
9/24/2013,73.175751,21.066685,133.309998,99,9.25328,107.889999
9/25/2013,72.925095,20.998856,133.869995,99.360001,9.261353,108.010002
9/26/2013,73.491325,21.047306,133.429993,98.860001,9.25328,107.830002
10/1/2013,73.96476,20.940716,133.929993,99.949997,9.271061,108.07
10/3/2013,73.073608,20.843811,134.820007,100.540001,9.279149,108.07
10/7/2013,73.092178,20.88257,134.339996,100.959999,9.271061,108.339996
10/8/2013,71.681221,20.892262,134.309998,100.889999,9.271061,108.089996
10/10/2013,72.971504,21.027927,133.779999,99.529999,9.254888,108.019997
10/15/2013,73.779099,21.027927,133.740005,99.43,9.246796,108.040001
10/16/2013,74.61454,21.018236,133.820007,98.919998,9.271061,108.019997
10/17/2013,75.041557,20.785669,135.350006,99.870003,9.303428,108.279999
10/18/2013,76.257584,20.785669,135.369995,99.900002,9.311515,108.449997
10/22/2013,76.536087,20.688766,136.339996,99.610001,9.335785,108.82
10/23/2013,76.07193,20.698456,136.309998,100.370003,9.343874,109.019997
10/25/2013,76.953812,20.679077,136.580002,100.349998,9.335785,108.910004
10/28/2013,76.972366,20.717836,136.380005,100.010002,9.335785,108.980003
10/29/2013,77.10231,20.77598,135.970001,99.550003,9.335785,109.120003
11/1/2013,76.870262,21.07638,133.449997,98.980003,9.323643,109.519997
11/4/2013,76.981651,21.018236,133.740005,99.089996,9.331746,109.559998
11/5/2013,77.065178,21.066685,133.270004,99.169998,9.299316,109.160004
11/7/2013,75.598526,21.095758,132.740005,99.730003,9.323643,109.540001
11/11/2013,76.49897,21.163591,132.669998,98.529999,9.258778,109.330002
11/12/2013,76.619614,21.173281,132.889999,98.029999,9.258778,109.110001
11/13/2013,77.547882,21.124828,133.149994,98.330002,9.275,109.349998
11/14/2013,77.78923,21.124828,133.130005,97.730003,9.299316,109.629997
11/15/2013,77.937775,21.086069,133.419998,97.5,9.299316,109.540001
11/18/2013,77.176567,21.056995,133.539993,97.830002,9.323643,109.68
11/19/2013,76.953812,21.047306,133.910004,97.540001,9.307427,109.529999
11/20/2013,76.76815,21.144209,132.820007,97.760002,9.275,109.580002
11/21/2013,77.547882,21.144209,133.199997,96.690002,9.275,109.529999
11/22/2013,77.965599,21.056995,133.979996,96.419998,9.291209,109.599998
11/25/2013,78.151268,21.086069,133.699997,96.269997,9.291209,109.68
11/27/2013,79.107384,21.047306,134.199997,95.639999,9.291209,109.739998
11/29/2013,79.580803,21.027927,134.330002,95.339996,9.310712,109.779999
12/2/2013,79.34874,21.095758,133.880005,94.919998,9.286336,109.650002
12/3/2013,79.283768,21.027927,134.360001,95.389999,9.286336,109.75
12/4/2013,79.358025,21.018236,134.330002,95.519997,9.270087,109.410004
12/5/2013,79.25592,20.911644,135.160004,96.059998,9.261955,109.07
12/6/2013,79.831421,20.911644,135.490005,94.989998,9.270087,109.199997
12/9/2013,80.156342,20.892262,135.839996,94.57,9.278208,109.300003
12/10/2013,80.100632,20.83412,136.130005,95.080002,9.294463,109.5
12/11/2013,79.070267,20.82443,136.309998,95.389999,9.278208,109.610001
12/12/2013,78.866035,20.901951,135.990005,94.580002,9.261955,109.440002
12/13/2013,78.763939,20.911644,135.830002,94.639999,9.270087,109.510002
12/16/2013,79.200218,20.872881,136.100006,94.849998,9.270087,109.550003
12/17/2013,79.042419,20.872881,136.080002,95.190002,9.286336,109.550003
12/18/2013,79.961411,20.960093,135.399994,93.889999,9.270087,108.370003
12/19/2013,79.738625,21.008547,135.020004,93.720001,9.253839,108.309998
12/20/2013,80.550659,20.989166,135.240005,93.870003,9.278208,108.279999
12/23/2013,81.398064,20.950405,135.389999,93.870003,9.261955,108.099998
12/27/2013,81.500481,20.921333,135.820007,92.879997,9.229463,107.809998
12/30/2013,81.379425,20.82443,136.399994,92.980003,9.245716,108.010002
1/2/2014,81.267677,20.979475,135.089996,93.25,9.26607,108.330002
1/3/2014,80.68103,21.066685,134.25,93.220001,9.257929,108.449997
1/7/2014,81.128006,21.066685,134.580002,93.419998,9.282353,108.769997
1/8/2014,81.304939,21.105448,134.259995,93.25,9.257929,108.75
1/10/2014,81.295624,20.998856,135.080002,93.889999,9.314924,108.910004
1/14/2014,81.621567,20.989166,135.229996,93.739998,9.306782,109.010002
1/15/2014,82.29203,21.086069,134.440002,93.370003,9.306782,109.040001
1/21/2014,82.459679,21.105448,134,93.57,9.323066,109.5
1/23/2014,82.39447,20.921333,135.360001,94.68,9.339355,109.440002
1/24/2014,80.774132,20.950405,135.169998,95.519997,9.355635,109.580002
1/27/2014,79.991928,20.950405,135.139999,95.160004,9.339355,109.57
1/31/2014,80.336464,21.153898,133.289993,95.580002,9.400501,110.400002
2/3/2014,78.49263,21.086069,133.679993,96.699997,9.433145,110.43
2/4/2014,79.07,21.105448,133.559998,96.040001,9.416821,110.389999
2/5/2014,78.865135,21.07638,133.789993,96.300003,9.392338,110.489998
2/6/2014,79.870842,21.047306,134.300003,95.599998,9.38418,110.260002
2/7/2014,81.295624,20.979475,134.75,95.470001,9.400501,110.540001
2/10/2014,81.761223,20.960093,134.820007,95.540001,9.408661,110.419998
2/11/2014,82.692459,20.960093,134.779999,95.120003,9.38418,110.389999
2/12/2014,82.850754,20.979475,134.289993,95.269997,9.367854,110.209999
2/13/2014,83.465363,20.863192,135.160004,95.5,9.392338,110.410004
2/14/2014,83.633003,20.82443,135.330002,95.910004,9.38418,110.440002
2/18/2014,84.042717,20.785669,135.919998,95.379997,9.400501,110.68
2/19/2014,83.465363,20.843811,135.679993,95.5,9.38418,110.720001
2/20/2014,83.856483,20.872881,135.550003,95.449997,9.376019,110.449997
2/21/2014,83.744736,20.853502,135.710007,95.169998,9.38418,110.669998
2/24/2014,84.191696,20.843811,135.660004,95.269997,9.38418,110.650002
2/26/2014,84.024101,20.892262,135.190002,95.339996,9.416821,111.010002
2/27/2014,84.569283,20.853502,135.419998,95.589996,9.433145,111.360001
2/28/2014,84.475739,20.717836,136.350006,95.919998,9.443765,111.110001
3/3/2014,83.84922,20.795357,135.630005,96.300003,9.468298,111.389999
3/4/2014,84.91523,20.814739,135.720001,95.449997,9.427417,111.43
3/5/2014,85.149025,20.805048,135.619995,95.440002,9.427417,111.589996
3/6/2014,85.074211,20.688766,136.889999,94.739998,9.411062,111.230003
3/7/2014,84.653427,20.708147,137.029999,94.470001,9.38653,111.25
3/10/2014,84.728218,20.717836,137.009995,94.559998,9.38653,111.419998
3/11/2014,84.363548,20.717836,136.889999,94.769997,9.39471,111.309998
3/13/2014,83.48455,20.669386,136.899994,96.07,9.443765,111.620003
3/14/2014,82.914154,20.620935,137.380005,96.360001,9.435595,111.650002
3/17/2014,83.643517,20.601553,137.539993,95.940002,9.411062,111.660004
3/18/2014,84.653427,20.611244,137.630005,96.260002,9.427417,111.709999
3/19/2014,84.195221,20.766289,136.630005,95.220001,9.378359,111.610001
3/20/2014,84.428978,20.83412,136.059998,95.269997,9.370187,111.300003
3/24/2014,82.681999,20.746908,136.669998,95.510002,9.39471,111.620003
3/25/2014,82.953804,20.756599,136.570007,95.43,9.39471,111.739998
3/26/2014,81.885384,20.756599,136.259995,95.690002,9.411062,111.949997
3/27/2014,81.426147,20.814739,135.710007,95.519997,9.419238,112.209999
3/28/2014,81.585457,20.814739,135.830002,94.900002,9.402889,112.139999
3/31/2014,82.166519,20.795357,136.029999,94.529999,9.423374,112.099998
4/2/2014,83.825432,20.83412,135.940002,93.970001,9.398791,111.870003
4/3/2014,83.159988,20.892262,135.410004,93.900002,9.40698,112.050003
4/4/2014,80.948128,20.872881,135.309998,94.519997,9.439761,112.489998
4/7/2014,80.179619,20.82443,135.710007,94.669998,9.456152,112.43
4/8/2014,80.920021,20.688766,136.229996,95.949997,9.456152,112.279999
4/9/2014,82.307098,20.611244,136.839996,95.720001,9.456152,112.269997
4/10/2014,79.757851,20.601553,137.089996,96.199997,9.48073,112.559998
4/11/2014,78.830032,20.611244,137.059998,96,9.497118,112.550003
4/15/2014,79.711014,20.688766,136.350006,95.790001,9.488929,113
4/16/2014,80.770065,20.708147,136.410004,95.349998,9.48073,113.010002
4/17/2014,80.788803,20.708147,136.399994,95.279999,9.447958,112.860001
4/22/2014,82.035324,20.708147,136.270004,95.059998,9.447958,112.800003
4/23/2014,81.31366,20.708147,136.419998,95.220001,9.464343,112.910004
4/24/2014,82.091537,20.679077,136.5,95.349998,9.472541,112.809998
4/28/2014,81.041862,20.659695,136.740005,95.139999,9.464343,112.879997
4/29/2014,81.688583,20.679077,136.360001,95.099998,9.464343,112.93
4/30/2014,81.904106,20.620935,136.940002,95.440002,9.501298,113.220001
5/2/2014,81.997833,20.611244,136.949997,95.440002,9.534142,113.419998
5/5/2014,82.42894,20.601553,137,95.489998,9.525934,113.379997
5/6/2014,81.360519,20.50465,137.520004,96.040001,9.534142,113.489998
5/7/2014,81.126205,20.514341,137.369995,95.720001,9.542359,113.419998
5/8/2014,81.051231,20.56279,136.699997,96.059998,9.542359,113.720001
5/9/2014,81.351166,20.688766,135.809998,95.800003,9.534142,113.620003
5/12/2014,82.691376,20.708147,135.809998,95.489998,9.517723,113.519997
5/13/2014,82.747604,20.756599,135.279999,95.349998,9.534142,113.720001
5/15/2014,81.6698,20.727526,135.330002,96.019997,9.575202,113.989998
5/16/2014,82.20401,20.727526,135.229996,96.050003,9.566996,113.919998
5/19/2014,82.775734,20.727526,135.320007,96.18,9.558778,113.68
5/20/2014,82.4758,20.737215,135.25,96.32,9.575202,113.269997
5/21/2014,83.2631,20.737215,135.119995,96.18,9.566996,113.400002
5/22/2014,83.628593,20.77598,134.800003,95.849998,9.558778,113.459999
5/23/2014,84.237793,20.814739,134.539993,95.639999,9.566996,113.68
5/27/2014,85.287491,20.805048,134.559998,95.610001,9.575202,114.120003
5/28/2014,85.025093,20.863192,134.179993,95.739998,9.608053,114.519997
5/29/2014,85.568642,20.853502,134.289993,95.839996,9.59163,114.389999
5/30/2014,85.578026,20.805048,134.520004,95.790001,9.612203,114.309998
6/3/2014,85.456207,20.863192,134.460007,95.089996,9.554591,114.059998
6/4/2014,85.774841,20.88257,134.229996,94.910004,9.554591,113.919998
6/5/2014,86.496506,20.795357,134.809998,95.220001,9.56283,114.25
6/9/2014,86.92765,20.88257,134.110001,95.110001,9.554591,115.110001
6/10/2014,87.077599,20.921333,133.669998,95.260002,9.538137,114.790001
6/11/2014,87.058846,20.921333,133.490005,95.540001,9.546369,114.779999
6/12/2014,86.271591,20.872881,133.880005,95.910004,9.56283,114.639999
6/13/2014,86.52462,20.872881,133.589996,95.610001,9.554591,114.800003
6/16/2014,86.599579,20.814739,133.940002,95.75,9.554591,114.879997
6/17/2014,86.646477,20.872881,133.630005,95.480003,9.529906,114.540001
6/18/2014,87.133827,20.805048,134.070007,95.610001,9.554591,114.599998
6/19/2014,87.077599,20.766289,134.259995,95.620003,9.546369,114.93
6/20/2014,87.180016,20.77598,134.149994,95.480003,9.554591,114.75
6/24/2014,87.114235,20.756599,134.240005,95.669998,9.571059,115.040001
6/25/2014,87.668694,20.737215,134.5,95.709999,9.579277,114.220001
6/26/2014,87.715691,20.746908,134.320007,95.870003,9.587512,114.360001
6/27/2014,88.100975,20.679077,134.639999,96.139999,9.587512,114.279999
6/30/2014,88.251328,20.601553,135.119995,96.25,9.615548,114.309998
7/1/2014,89.219284,20.611244,134.979996,96,9.590816,114.339996
7/2/2014,89.369621,20.650003,134.740005,95.769997,9.566076,114.029999
7/3/2014,89.933472,20.727526,134.25,95.349998,9.55783,114.129997
7/7/2014,89.66095,20.737215,134.25,95.699997,9.566076,114.360001
7/8/2014,88.580215,20.727526,134.289993,96.010002,9.590816,114.440002
7/9/2014,89.238068,20.679077,134.580002,95.940002,9.590816,114.339996
7/10/2014,88.956146,20.708147,134.289993,96.199997,9.590816,114.309998
7/11/2014,89.529381,20.717836,134.240005,96.160004,9.607312,114.410004
7/14/2014,90.065025,20.708147,134.339996,95.959999,9.590816,114.410004
7/15/2014,89.754921,20.77598,133.820007,95.849998,9.582568,114.510002
7/16/2014,90.11203,20.82443,133.429993,95.830002,9.582568,114.709999
7/17/2014,88.918549,20.814739,133.440002,96.309998,9.615548,114.949997
7/18/2014,90.328186,20.814739,133.440002,96.150002,9.607312,114.980003
7/21/2014,90.215401,20.805048,133.380005,96.139999,9.607312,115.110001
7/22/2014,90.788643,20.872881,132.839996,96.050003,9.615548,115.010002
7/24/2014,91.267906,20.911644,132.789993,95.75,9.590816,115.120003
7/29/2014,90.779243,20.989166,132.289993,95.470001,9.615548,115.629997
7/31/2014,89.294456,21.066685,132.089996,94.709999,9.586716,115.349998
8/1/2014,88.965553,21.037615,132.380005,95,9.619771,115.349998
8/5/2014,88.890335,21.07638,131.940002,95.010002,9.619771,115.25
8/7/2014,88.542641,21.07638,131.830002,95.529999,9.644567,115.519997
8/8/2014,89.181686,21.027927,132.270004,95.440002,9.636301,115.690002
8/11/2014,89.707932,21.037615,132.029999,95.360001,9.636301,115.709999
8/12/2014,89.670334,21.056995,131.839996,95.32,9.619771,115.830002
8/13/2014,90.619492,21.07638,131.789993,95.150002,9.644567,115.959999
8/18/2014,92.235832,21.066685,131.789993,95.029999,9.652833,116.290001
8/21/2014,92.940651,21.212042,130.940002,93.839996,9.644567,116.650002
8/22/2014,93.081604,21.260494,130.600006,93.720001,9.644567,116.760002
8/25/2014,93.410522,21.318634,130.089996,93.669998,9.652833,117.190002
8/26/2014,93.504501,21.338015,129.860001,93.620003,9.652833,117.400002
8/27/2014,93.523308,21.289562,130.119995,93.769997,9.669362,117.669998
8/28/2014,93.419907,21.289562,130.009995,93.949997,9.677629,117.529999
8/29/2014,93.767624,21.338015,129.539993,93.610001,9.698332,117.5
9/2/2014,94.040154,21.405848,129.440002,92.629997,9.6652,117.150002
9/3/2014,93.485718,21.386467,129.639999,93.010002,9.673485,116.970001
9/4/2014,93.401123,21.609343,127.660004,92.580002,9.656917,117.269997
9/5/2014,93.871002,21.609343,127.699997,92.709999,9.656917,117.650002
9/8/2014,94.049561,21.735315,127.199997,91.919998,9.648636,117.550003
9/9/2014,93.269562,21.696554,127.669998,91.839996,9.632074,117.029999
9/10/2014,94.040154,21.735315,127.349998,91.190002,9.615505,116.860001
9/11/2014,93.964989,21.7547,127.349998,90.910004,9.607228,116.730003
9/12/2014,93.485718,21.735315,127.650002,90.720001,9.58238,116.529999
9/15/2014,92.583542,21.735315,127.580002,90.870003,9.590664,116.629997
9/16/2014,93.391716,21.696554,127.739998,90.879997,9.590664,116.529999
9/17/2014,93.532692,21.832222,126.889999,89.970001,9.5741,116.800003
9/18/2014,94.237473,21.735315,127.360001,89.559998,9.5741,116.620003
9/19/2014,94.179108,21.851601,126.540001,89.410004,9.598946,117.050003
9/22/2014,93.303078,21.832222,126.690002,89.559998,9.607228,117.110001
9/23/2014,93.048706,21.832222,126.760002,89.440002,9.615505,117.220001
9/24/2014,94.047211,21.929123,126,89.290001,9.607228,117.330002
9/25/2014,92.069046,21.967884,125.650002,89.629997,9.623794,117.459999
9/26/2014,93.048706,22.093857,125,89.120003,9.615505,117.480003
9/29/2014,92.926254,22.074478,125.099998,88.970001,9.623794,117.43
9/30/2014,93.058159,22.161692,124.480003,88.800003,9.636238,117.57
10/1/2014,91.569832,22.142307,124.379997,89.339996,9.686045,117.989998
10/2/2014,91.569832,22.074478,124.849998,89.800003,9.66944,117.830002
10/3/2014,92.474121,22.365185,123.330002,88.68,9.66944,117.739998
10/6/2014,92.276291,22.113239,124.650002,89.489998,9.67774,117.809998
10/7/2014,90.966972,22.074478,124.82,90.169998,9.710938,117.699997
10/8/2014,92.737862,21.977573,125.580002,90.07,9.727543,117.82
10/9/2014,91.240135,22.045406,125.059998,90.260002,9.719242,117.959999
10/10/2014,88.960548,22.152002,124.309998,90.389999,9.727543,117.910004
10/13/2014,87.566376,22.026026,125.089996,90.970001,9.760739,117.800003
10/14/2014,87.575813,22.122929,124.760002,91,9.769037,118.099998
10/15/2014,87.010643,21.890362,126.18,91.830002,9.785637,118.309998
10/16/2014,86.464287,21.890362,126.169998,91.540001,9.769037,117.470001
10/17/2014,87.604073,21.958193,125.730003,91.07,9.760739,117.419998
10/20/2014,88.913437,21.880672,126.160004,91.150002,9.769037,117.209999
10/21/2014,91.249535,21.996956,125.309998,91.110001,9.760739,117.300003
10/22/2014,90.778542,22.093857,124.620003,90.889999,9.752439,117.389999
10/23/2014,92.144409,22.113239,124.650002,90.010002,9.727543,117.290001
10/24/2014,92.897987,22.074478,124.809998,90.040001,9.735839,117.260002
10/27/2014,92.963921,22.016336,125.190002,90.330002,9.735839,117.349998
10/28/2014,94.3675,21.977573,125.510002,90.050003,9.727543,117.400002
10/30/2014,94.216759,22.200451,124.169998,89.089996,9.710938,117.650002
10/31/2014,95.516701,22.374876,123.489998,86.650002,9.731732,117.970001
11/3/2014,95.799286,22.48147,123.089996,85.540001,9.723418,117.709999
11/4/2014,95.479027,22.423328,123.610001,85.639999,9.723418,117.919998
11/5/2014,95.488449,22.529921,122.940002,84.849998,9.723418,117.769997
11/6/2014,95.789886,22.684967,121.949997,84.540001,9.706783,117.839996
11/7/2014,95.705093,22.549301,122.669998,84.959999,9.740051,117.849998
11/10/2014,96.044212,22.617134,122.339996,84.760002,9.715103,117.970001
11/11/2014,96.345657,22.529921,122.940002,84.290001,9.706783,118.07
11/12/2014,96.515182,22.607443,122.480003,84.190002,9.706783,118.110001
11/13/2014,96.929665,22.588062,122.949997,84.07,9.715103,118.120003
11/14/2014,97.231102,22.529921,123.43,83.699997,9.723418,118.220001
11/17/2014,96.939087,22.646204,122.629997,83.610001,9.715103,118.300003
11/18/2014,97.664421,22.53961,123.470001,83.260002,9.715103,118.199997
11/19/2014,97.221703,22.578371,123.57,82.510002,9.706783,118
11/20/2014,97.654999,22.549301,123.559998,82.489998,9.715103,118.239998
11/21/2014,97.843376,22.733416,122.080002,82.709999,9.731732,118.660004
11/24/2014,98.606392,22.675274,122.550003,82.309998,9.731732,118.68
11/25/2014,98.757126,22.626823,122.900002,82.540001,9.748373,118.919998
11/26/2014,99.397659,22.558992,123.220001,82.709999,9.756692,118.970001
11/28/2014,99.859238,22.743107,122.459999,82.010002,9.801699,119.510002
12/2/2014,99.124489,22.820631,121.949997,81.629997,9.760023,119.339996
12/3/2014,99.303474,22.888462,121.269997,81.269997,9.751688,119.470001
12/4/2014,99.256355,22.801249,121.949997,81.269997,9.776694,119.300003
12/5/2014,99.26577,22.975672,121.029999,80.120003,9.743355,119.459999
12/8/2014,98.559303,22.927223,121.25,80.669998,9.760023,119.730003
12/9/2014,98.870163,22.820631,121.830002,81.379997,9.768361,119.669998
12/10/2014,97.31588,22.694656,122.550003,82.470001,9.785035,119.620003
12/11/2014,97.777481,22.78187,122.019997,81.709999,9.776694,119.639999
12/12/2014,96.713005,22.704346,122.629997,82.019997,9.810034,119.849998
12/15/2014,95.714523,22.752798,122.449997,82.669998,9.793363,120.059998
12/16/2014,94.179108,22.588062,123.239998,83.449997,9.810034,120.099998
12/17/2014,95.893501,22.869081,121.540001,81.949997,9.785035,120.199997
12/18/2014,98.201347,22.936913,121,81.900002,9.760023,119.279999
12/19/2014,98.63343,23.033815,120.389999,81.349998,9.783374,119.349998
12/22/2014,98.87925,23.053198,120.400002,81.040001,9.783374,119.43
12/23/2014,98.529427,23.169479,119.839996,80.550003,9.74167,119.519997
12/29/2014,99.295273,23.208241,119.669998,80.589996,9.766694,119.690002
12/30/2014,98.63343,23.150101,119.669998,81.410004,9.77504,119.889999
1/2/2015,97.328651,23.450499,118.199997,80.720001,9.837726,120.459999
1/5/2015,95.900978,23.498951,117.540001,81.309998,9.862803,120.25
1/6/2015,94.615112,23.5474,117.160004,82.110001,9.896234,120.620003
1/7/2015,95.834801,23.634613,116.489998,81.660004,9.887873,120.32
1/8/2015,97.669044,23.731518,116.080002,81.32,9.871158,120.309998
1/9/2015,97.026115,23.624922,116.610001,82.07,9.896234,120.25
1/12/2015,96.014427,23.624922,116.529999,82.220001,9.904588,120.550003
1/13/2015,95.986061,23.692757,115.879997,82.559998,9.91295,120.669998
1/14/2015,95.456573,23.644302,116.059998,82.970001,9.929667,121.089996
1/15/2015,94.21801,23.721827,114.400002,83.639999,9.971455,121.059998
1/16/2015,95.324234,23.828421,113.910004,82.709999,9.921306,121.360001
1/20/2015,96.080605,23.925323,113.730003,81.919998,9.938023,121.370003
1/21/2015,96.572289,23.857492,114.089996,82.57,9.91295,121.07
1/22/2015,98.359261,24.21603,111.830002,82.019997,9.904588,121.809998
1/23/2015,98.576714,24.429216,110.330002,82.57,9.938023,122.5
1/26/2015,98.463264,24.390457,110.879997,82.099998,9.929667,122.550003
1/27/2015,95.910439,24.15789,112.029999,82.57,9.938023,122.449997
1/28/2015,95.41877,24.303244,111.110001,82.800003,9.971455,122.370003
1/29/2015,96.335884,24.322626,111.440002,82.199997,9.954741,122.290001
1/30/2015,95.588928,24.351694,111.220001,82.809998,10.02762,122.610001
2/2/2015,96.421005,24.303244,111.580002,82.790001,10.019242,122.669998
2/3/2015,97.34758,24.022226,113.029999,82.739998,9.977357,122.57
2/4/2015,97.262497,24.167582,112.120003,82.919998,9.985735,122.650002
2/5/2015,98.103958,23.993156,113.059998,82.739998,9.968981,122.669998
2/6/2015,97.508308,24.283861,111.400002,81.809998,9.91034,122.510002
2/9/2015,97.196312,24.264484,111.449997,81.980003,9.91034,122.330002
2/10/2015,98.709076,24.293552,111.360001,81.449997,9.88521,122.150002
2/12/2015,100.221863,24.148199,112.309998,81.779999,9.893585,122.529999
2/13/2015,101.082268,24.138508,112.160004,81.870003,9.87683,122.589996
2/17/2015,101.176796,24.109436,112.379997,81.550003,9.834949,122.330002
2/18/2015,101.318626,24.119125,112.169998,81.959999,9.860074,122.260002
2/19/2015,101.819733,24.206339,111.800003,81.730003,9.851699,122.290001
2/20/2015,102.500481,24.18696,111.940002,81.660004,9.843324,122.400002
2/23/2015,102.604477,24.254793,111.529999,81.830002,9.868453,122.620003
2/24/2015,102.68013,24.206339,111.620003,81.760002,9.91034,122.730003
2/25/2015,102.42485,24.15789,111.839996,81.779999,9.918716,122.989998
2/26/2015,102.944885,24.409838,110.169998,81.370003,9.88521,123.650002
2/27/2015,102.491043,24.419527,110.120003,81.279999,9.922143,123.529999
3/2/2015,103.417603,24.467978,110,80.93,9.888565,123.290001
3/3/2015,102.93541,24.458288,109.940002,81.209999,9.871778,123.050003
3/4/2015,102.5383,24.584263,108.980003,81.220001,9.880169,123.010002
3/5/2015,102.717957,24.700544,108.510002,80.919998,9.880169,123.400002
3/6/2015,101.555,25.000944,106.75,80.540001,9.821411,123.360001
3/9/2015,101.848106,25.000944,106.779999,80.260002,9.838205,123.860001
3/10/2015,99.95713,25.262583,105.260002,80.230003,9.863384,124.660004
3/11/2015,99.380379,25.5436,103.669998,80.059998,9.871778,125.339996
3/12/2015,100.032784,25.407936,104.449997,80.110001,9.871778,125.169998
3/13/2015,99.597847,25.669575,103.080002,80.059998,9.863384,125.089996
3/16/2015,100.883705,25.475769,104.010002,80.080002,9.880169,125.110001
3/17/2015,101.044434,25.485458,104.190002,80.07,9.888565,124.699997
3/18/2015,102.037209,24.981565,106.639999,80.940002,9.947327,124.739998
3/19/2015,102.188477,25.359486,104.690002,80.330002,9.922143,124.900002
3/20/2015,102.849937,25.020325,106.32,80.980003,9.938931,125.07
3/23/2015,102.65094,24.748997,107.839996,81.150002,9.947327,124.660004
3/24/2015,102.281319,24.826521,107.440002,81.209999,9.972512,124.489998
3/25/2015,99.940605,24.758688,107.879997,81.389999,9.947327,124.529999
3/26/2015,99.599457,24.8459,107.07,81.550003,9.913749,124.599998
3/27/2015,99.997475,24.86528,107.160004,81.589996,9.938931,124.580002
3/30/2015,101.144157,25.059086,106.32,80.919998,9.930538,124.68
3/31/2015,100.073288,25.097847,105.709999,81.019997,9.968391,125.080002
4/1/2015,99.552078,25.107536,105.800003,81.209999,10.002043,125.099998
4/2/2015,99.618408,24.913731,106.989998,81.139999,9.985218,124.889999
4/7/2015,100.262825,25.000944,106.339996,80.790001,9.993629,125
4/8/2015,101.05883,25.039705,106.029999,80.949997,9.993629,124.980003
4/9/2015,101.693802,25.301344,104.769997,80.540001,9.968391,124.919998
4/10/2015,102.110771,25.359486,104.330002,80.849998,9.968391,125.040001
4/13/2015,101.854919,25.398247,104.029999,80.940002,9.976805,125.019997
4/14/2015,101.561134,25.204441,104.709999,81.379997,9.993629,125
4/15/2015,102.19606,25.088156,105.07,81.559998,9.993629,125.360001
4/16/2015,102.053909,24.894352,105.889999,81.620003,9.993629,125.190002
4/17/2015,100.461823,24.836208,106.360001,81.809998,10.002043,124.919998
4/20/2015,101.968628,24.981565,105.550003,81.5,9.985218,124.919998
4/21/2015,102.404526,25.010633,105.540001,81.220001,9.976805,124.769997
4/22/2015,102.963669,25.010633,105.449997,81.019997,9.943158,124.75
4/23/2015,103.352196,24.826521,106.43,81.309998,9.959978,124.75
4/24/2015,104.754745,24.729618,106.809998,81.730003,9.976805,124.599998
4/27/2015,104.489426,24.652094,107.040001,81.599998,9.968391,124.709999
4/28/2015,104.280922,24.497051,107.889999,81.75,9.943158,124.720001
4/29/2015,103.627014,24.283861,109.25,81.629997,9.917919,123.629997
4/30/2015,101.99704,24.138508,110.370003,81.379997,9.938154,123.269997
