"","QQQ.Adjusted","FEZ.Adjusted","AIA.Adjusted","VNQ.Adjusted","IQQP.DE.Adjusted","UUP.Adjusted","FXE.Adjusted","FXY.Adjusted","FXNAX.Adjusted","SEGA.MI.Adjusted"
"560",88.100967,35.702892,41.866367,55.954205,31.41,20.679075,134.639999,96.139999,9.625008,114.279999
"561",88.251335,35.669922,41.849026,55.819958,31.549999,20.601553,135.119995,96.25,9.653155,114.309998
"562",89.219284,35.958443,42.126572,56.118301,31.68,20.611244,134.979996,96,9.628319,114.339996
"563",89.369644,35.876015,42.516884,55.984047,31.629999,20.650005,134.740005,95.769997,9.603486,114.029999
"564",89.933487,36.11507,42.672997,55.663338,31.719999,20.727526,134.25,95.349998,9.595203,114.129997
"565",89.66095,35.571003,42.369431,55.8274,31.43,20.737217,134.25,95.699997,9.603486,114.360001
"566",88.580254,35.059887,42.169945,55.99152,31.110001,20.727526,134.289993,96.010002,9.628319,114.440002
"567",89.23806,35.340176,42.248005,56.080997,31.24,20.679075,134.580002,95.940002,9.628319,114.339996
"568",88.956131,34.779613,42.169945,56.334591,31.25,20.708147,134.289993,96.199997,9.628319,114.309998
"569",89.529381,34.754883,42.195957,56.342072,31.280001,20.717836,134.240005,96.160004,9.644878,114.410004
"570",90.065025,34.969227,42.291367,56.618046,31.58,20.708147,134.339996,95.959999,9.628319,114.410004
"571",89.754944,34.688934,42.369431,56.655312,31.299999,20.775978,133.820007,95.849998,9.620042,114.510002
"572",90.112045,34.985706,42.534218,56.834343,31.58,20.82443,133.429993,95.830002,9.620042,114.709999
"573",88.918526,34.268513,41.892391,56.543434,31.6,20.814739,133.440002,96.309998,9.653155,114.949997
"574",90.328156,34.672447,42.352077,57.10284,31.549999,20.814739,133.440002,96.150002,9.644878,114.980003
"575",90.215408,34.383926,42.525547,56.893993,31.35,20.80505,133.380005,96.139999,9.644878,115.110001
"576",90.78862,34.622982,43.063297,57.072994,31.450001,20.872881,132.839996,96.050003,9.653155,115.010002
"577",91.267906,34.985706,43.366867,57.10284,31.450001,20.911642,132.789993,95.75,9.628319,115.120003
"578",90.779243,34.449875,44.008694,56.82687,31.370001,20.989166,132.289993,95.470001,9.653155,115.629997
"579",89.294449,33.600784,43.375538,55.864712,31,21.066687,132.089996,94.709999,9.624207,115.349998
"580",88.965538,33.279289,43.427578,55.730469,30.540001,21.037617,132.380005,95,9.657399,115.349998
"581",88.890343,32.850616,42.898502,55.543999,30.360001,21.076376,131.940002,95.010002,9.657399,115.25
"582",88.542656,32.36425,42.933201,55.551445,30.110001,21.076376,131.830002,95.529999,9.682282,115.519997
"583",89.181671,32.842373,43.176056,55.879642,29.99,21.027927,132.270004,95.440002,9.673989,115.690002
"584",89.707924,32.81765,43.488289,56.230179,30.559999,21.037617,132.029999,95.360001,9.673989,115.709999
"585",89.670334,32.652779,43.453602,56.140682,30.52,21.056995,131.839996,95.32,9.657399,115.830002
"586",90.619469,32.916569,43.843903,56.953663,30.700001,21.076376,131.789993,95.150002,9.682282,115.959999
"587",92.235863,33.188602,44.095432,57.4161,30.83,21.066687,131.789993,95.029999,9.690582,116.290001
"588",92.940659,33.4524,43.765839,57.706978,30.459999,21.21204,130.940002,93.839996,9.682282,116.650002
"589",93.081627,33.147381,44.008694,57.24456,30.43,21.260494,130.600006,93.720001,9.682282,116.760002
"590",93.410538,33.633762,44.147472,57.117744,30.870001,21.318634,130.089996,93.669998,9.690582,117.190002
"591",93.504478,33.897545,44.190842,57.229622,31.01,21.338017,129.860001,93.620003,9.690582,117.400002
"592",93.523293,33.963509,44.234203,57.26693,31.16,21.289564,130.119995,93.769997,9.707182,117.669998
"593",93.41993,33.699707,43.991352,57.259464,30.92,21.289564,130.009995,93.949997,9.715471,117.529999
"594",93.767616,33.683224,43.869919,57.565262,30.870001,21.338017,129.539993,93.610001,9.736259,117.5
"595",94.040154,33.691463,43.583694,57.572742,30.91,21.405848,129.440002,92.629997,9.702998,117.150002
"596",93.48571,34.078911,44.277569,57.721905,31,21.386467,129.639999,93.010002,9.711315,116.970001
"597",93.401115,34.186085,44.268894,57.505581,31.07,21.609343,127.660004,92.580002,9.694687,117.269997
"598",93.870995,34.367432,44.407665,58.117203,31.09,21.609343,127.699997,92.709999,9.694687,117.650002
"599",94.049561,33.938774,44.034714,58.05751,31.139999,21.735319,127.199997,91.919998,9.686368,117.550003
"600",93.269562,33.856339,43.78318,57.699512,30.959999,21.696554,127.669998,91.839996,9.669742,117.029999
"601",94.040154,33.930527,43.557686,56.789581,30.870001,21.735319,127.349998,91.190002,9.653114,116.860001
"602",93.964989,33.806873,43.41024,56.834343,30.83,21.754698,127.349998,90.910004,9.644795,116.730003
"603",93.48571,33.757412,43.219418,55.089031,30.74,21.735319,127.650002,90.720001,9.619858,116.529999
"604",92.583557,33.790382,42.820438,54.820518,30.52,21.735319,127.580002,90.870003,9.62817,116.629997
"605",93.391708,33.881069,43.080643,55.357536,30.17,21.696554,127.739998,90.879997,9.62817,116.529999
"606",93.532677,33.740932,42.881153,55.342613,30.33,21.83222,126.889999,89.970001,9.611539,116.800003
"607",94.237488,34.029453,42.551571,54.857811,30.370001,21.735319,127.360001,89.559998,9.611539,116.620003
"608",94.1791,33.86755,42.456165,54.924923,30.42,21.851599,126.540001,89.410004,9.636483,117.050003
"609",93.303062,33.768425,41.744949,54.492329,30.18,21.83222,126.690002,89.559998,9.644795,117.110001
"610",93.048721,33.264534,41.519436,54.097027,30.02,21.83222,126.760002,89.440002,9.653114,117.220001
"611",94.047203,33.578438,41.961781,53.952503,29.99,21.929123,126,89.290001,9.644795,117.330002
"612",92.069077,32.925865,41.120464,53.711594,29.709999,21.967882,125.650002,89.629997,9.661428,117.459999
"613",93.048721,33.148903,41.45005,54.434277,30.049999,22.093857,125,89.120003,9.653114,117.480003
"614",92.926247,32.744129,40.600071,54.358994,29.74,22.074478,125.099998,88.970001,9.661428,117.43
"615",93.058151,32.793697,40.478626,54.088001,30.07,22.161692,124.480003,88.800003,9.673927,117.57
"616",91.569817,32.446766,39.793438,54.133179,29.82,22.142309,124.379997,89.339996,9.723919,117.989998
"617",91.569817,31.967655,39.810787,54.04282,29.219999,22.074478,124.849998,89.800003,9.707253,117.830002
"618",92.276321,31.975922,40.721489,54.524624,29.42,22.113237,124.650002,89.489998,9.71559,117.809998
"619",90.966942,31.240746,40.409248,54.095531,28.9,22.074478,124.82,90.169998,9.748925,117.699997
"620",92.737862,31.86853,40.790871,55.269882,28.74,21.977575,125.580002,90.07,9.765582,117.82
"621",91.240112,30.86903,40.383228,55.269882,28.700001,22.045406,125.059998,90.260002,9.757252,117.959999
"622",88.960533,30.389925,39.541916,55.322575,28.59,22.151999,124.309998,90.389999,9.765582,117.910004
"623",87.566414,30.447756,39.845478,55.375263,28.540001,22.026026,125.089996,90.970001,9.798915,117.800003
"624",87.575836,30.571648,40.053638,56.271088,28.5,22.122929,124.760002,91,9.807243,118.099998
"625",87.010635,30.142111,39.854145,56.052788,27.9,21.890362,126.18,91.830002,9.823913,118.309998
"626",86.464256,29.687799,39.715382,56.14312,27.950001,21.890362,126.169998,91.540001,9.807243,117.470001
"627",87.60408,30.36515,39.949566,56.210865,28.530001,21.958193,125.730003,91.07,9.798915,117.419998
"628",88.913445,30.464272,40.149048,57.069038,28.639999,21.880672,126.160004,91.150002,9.807243,117.209999
"629",91.24955,30.926853,40.322514,57.58847,29.280001,21.996954,125.309998,91.110001,9.798915,117.300003
"630",90.778557,30.464272,40.20108,57.603523,29.34,22.093857,124.620003,90.889999,9.790577,117.389999
"631",92.144424,31.042501,40.53067,58.047668,29.59,22.113237,124.650002,90.010002,9.765582,117.290001
"632",92.89801,31.191185,40.495987,58.002506,29.559999,22.074478,124.809998,90.040001,9.773915,117.260002
"633",92.963936,30.893814,40.27047,58.431587,29.309999,22.016335,125.190002,90.330002,9.773915,117.349998
"634",94.367493,31.422485,40.981689,58.687553,29.74,21.977575,125.510002,90.050003,9.765582,117.400002
"635",94.216782,31.050762,41.45005,58.725189,29.92,22.200451,124.169998,89.089996,9.748925,117.650002
"636",95.516716,31.612459,41.796989,59.462917,30.4,22.374878,123.489998,86.650002,9.769794,117.970001
"637",95.799301,31.232489,41.37199,59.982342,30.290001,22.481472,123.089996,85.540001,9.761444,117.709999
"638",95.479027,30.984674,41.31995,60.080219,30.309999,22.423326,123.610001,85.639999,9.761444,117.919998
"639",95.488434,31.166399,41.042408,59.952248,30.59,22.529921,122.940002,84.849998,9.761444,117.769997
"640",95.789886,31.14163,41.016384,59.493034,30.49,22.684965,121.949997,84.540001,9.744743,117.839996
"641",95.705093,30.918598,41.068428,59.417747,30.110001,22.549301,122.669998,84.959999,9.778145,117.849998
"642",96.044205,31.116844,41.623524,59.907066,30.24,22.617136,122.339996,84.760002,9.753095,117.970001
"643",96.345657,31.323351,41.484749,59.673698,30.379999,22.529921,122.940002,84.290001,9.744743,118.07
"644",96.51519,30.786428,41.380665,59.222031,30.1,22.607441,122.480003,84.190002,9.744743,118.110001
"645",96.92968,30.935118,41.57148,59.545731,30.309999,22.588062,122.949997,84.07,9.753095,118.120003
"646",97.231117,30.984674,41.918407,59.056419,30.34,22.529921,123.43,83.699997,9.761444,118.220001
"647",96.93911,31.14163,41.380665,59.319889,30.35,22.646206,122.629997,83.610001,9.753095,118.300003
"648",97.664429,31.744637,41.13781,59.575832,30.549999,22.539612,123.470001,83.260002,9.753095,118.199997
"649",97.221695,31.752884,40.990368,59.041363,30.52,22.578371,123.57,82.510002,9.744743,118
"650",97.654984,31.513344,40.834244,59.237087,30.370001,22.549301,123.559998,82.489998,9.753095,118.239998
"651",97.843391,32.017227,41.675552,59.605953,30.83,22.733416,122.080002,82.709999,9.769794,118.660004
"652",98.606407,32.438511,41.519436,59.816727,30.99,22.675276,122.550003,82.309998,9.769794,118.68
"653",98.757126,32.653271,41.311279,59.922108,31.129999,22.626825,122.900002,82.540001,9.786499,118.919998
"654",99.397675,32.793697,41.944431,60.501785,31.040001,22.55899,123.220001,82.709999,9.794847,118.970001
"655",99.859222,32.727612,41.692905,60.652348,31.6,22.743105,122.459999,82.010002,9.840032,119.510002
"656",99.124481,32.587189,41.16383,60.878151,31.879999,22.820629,121.949997,81.629997,9.798191,119.339996
"657",99.303459,32.47155,41.077091,60.817944,32.02,22.888462,121.269997,81.269997,9.789823,119.470001
"658",99.256371,32.223732,41.510769,60.976021,31.620001,22.801249,121.949997,81.269997,9.814925,119.300003
"659",99.265778,32.620232,41.753616,60.667381,31.74,22.975674,121.029999,80.120003,9.781457,119.459999
"660",98.559311,32.289818,41.432713,61.051289,31.639999,22.927223,121.25,80.669998,9.798191,119.730003
"661",98.870155,32.008961,41.094444,61.329853,31.459999,22.820629,121.830002,81.379997,9.806559,119.669998
"662",97.315865,31.604195,40.660774,61.269619,31.360001,22.694654,122.550003,82.470001,9.823297,119.620003
"663",97.777443,31.538122,40.660774,61.382534,31.360001,22.78187,122.019997,81.709999,9.814925,119.639999
"664",96.713036,30.736866,40.140369,60.848072,31.07,22.704346,122.629997,82.019997,9.848399,119.849998
"665",95.714546,30.117329,39.949566,60.057613,30.6,22.752796,122.449997,82.669998,9.831659,120.059998
"666",94.1791,30.422976,39.78476,59.974823,30.52,22.588062,123.239998,83.449997,9.848399,120.099998
"667",95.893517,30.893814,39.975582,61.352425,30.52,22.869081,121.540001,81.949997,9.823297,120.199997
"668",98.201355,31.587685,40.357208,61.781544,31.299999,22.936914,121,81.900002,9.798191,119.279999
"669",98.633423,31.242224,40.866951,61.751389,31.700001,23.033815,120.389999,81.349998,9.821635,119.349998
"670",98.879272,31.442005,41.226665,62.783825,31.969999,23.053196,120.400002,81.040001,9.821635,119.43
"671",98.529442,31.533577,40.823074,62.608318,32.200001,23.169479,119.839996,80.550003,9.779772,119.519997
"672",99.295265,31.442005,41.507412,62.913532,32.240002,23.208242,119.669998,80.589996,9.804888,119.690002
"673",98.633423,30.95085,41.112602,62.867752,32.040001,23.150099,119.669998,81.410004,9.813261,119.889999
"674",97.328659,30.6595,41.033646,62.738033,32.189999,23.450499,118.199997,80.720001,9.876196,120.459999
"675",95.90097,29.352533,40.63007,63.08139,32.099998,23.498949,117.540001,81.309998,9.901369,120.25
"676",94.615097,29.019545,40.112427,63.707111,32.029999,23.5474,117.160004,82.110001,9.934934,120.620003
"677",95.834785,29.360853,41.068737,64.683784,32.41,23.634613,116.489998,81.660004,9.926542,120.32
"678",97.669029,29.802061,41.68288,64.927986,32.959999,23.731516,116.080002,81.32,9.90976,120.309998
"679",97.026115,29.352533,41.577599,64.958504,32.919998,23.624922,116.610001,82.07,9.934934,120.25
"680",96.01445,29.502377,41.533726,65.454498,33.23,23.624922,116.529999,82.220001,9.943322,120.550003
"681",95.986061,29.643888,42.08646,65.355301,33.5,23.692757,115.879997,82.559998,9.951715,120.669998
"682",95.456604,29.735466,41.796932,65.919968,33.310001,23.644302,116.059998,82.970001,9.968498,121.089996
"683",94.218025,29.660543,42.139099,66.072556,34.139999,23.721827,114.400002,83.639999,10.010448,121.059998
"684",95.324219,30.301538,41.972401,66.644859,35.080002,23.828421,113.910004,82.709999,9.960109,121.360001
"685",96.080627,30.559589,42.060135,66.118378,35.279999,23.925322,113.730003,81.919998,9.976891,121.370003
"686",96.572273,30.859282,42.805893,66.072556,35.259998,23.857492,114.089996,82.57,9.951715,121.07
"687",98.359268,30.984159,43.323517,67.247681,35.869999,24.21603,111.830002,82.019997,9.943322,121.809998
"688",98.576698,30.751062,43.402489,67.0569,36.830002,24.429216,110.330002,82.57,9.976891,122.5
"689",98.463257,31.325462,43.481445,67.621559,37.080002,24.390455,110.879997,82.099998,9.968498,122.550003
"690",95.910416,31.225561,43.183155,67.644447,36.560001,24.15789,112.029999,82.57,9.976891,122.449997
"691",95.418777,30.468025,42.867302,67.194252,36.689999,24.303246,111.110001,82.800003,10.010448,122.370003
"692",96.335907,31.30048,42.893623,67.430771,37.060001,24.322624,111.440002,82.199997,9.993671,122.290001
"693",95.588951,30.709438,42.007496,66.042038,37.060001,24.351694,111.220001,82.809998,10.066839,122.610001
"694",96.421005,31.258856,42.779572,65.866547,37.470001,24.303246,111.580002,82.790001,10.058422,122.669998
"695",97.347565,32.024723,43.104183,66.43885,37.77,24.022226,113.029999,82.739998,10.016374,122.57
"696",97.262482,31.342104,43.218243,66.164139,37.91,24.167582,112.120003,82.919998,10.024789,122.650002
"697",98.103973,31.866547,43.191921,66.957703,38.060001,23.993155,113.059998,82.739998,10.007966,122.669998
"698",97.508316,31.092363,42.533905,65.011909,37.790001,24.283863,111.400002,81.809998,9.9491,122.510002
"699",97.196304,30.825972,42.428619,64.5541,37.279999,24.264482,111.449997,81.980003,9.9491,122.330002
"700",98.709091,31.267187,42.604099,64.760124,37.610001,24.293552,111.360001,81.449997,9.92387,122.150002
"701",100.221863,31.908178,42.823441,65.340034,38.07,24.148199,112.309998,81.779999,9.932278,122.529999
"702",101.082268,32.049702,43.042778,64.90509,38.41,24.138508,112.160004,81.870003,9.915451,122.589996
"703",101.176788,32.116287,43.130505,64.744865,38.290001,24.109436,112.379997,81.550003,9.873407,122.330002
"704",101.318619,32.149593,43.14806,65.347649,38.419998,24.119127,112.169998,81.959999,9.898637,122.260002
"705",101.819733,32.149593,43.016453,63.943676,38.66,24.206341,111.800003,81.730003,9.890227,122.290001
"706",102.500481,32.640747,43.235786,64.561714,38.490002,24.186958,111.940002,81.660004,9.881814,122.400002
"707",102.604485,32.415974,42.990128,65.080612,38.889999,24.254793,111.529999,81.830002,9.90705,122.620003
"708",102.680122,32.790592,43.420029,63.798683,39.080002,24.206341,111.620003,81.760002,9.9491,122.730003
"709",102.42485,32.748962,43.411259,63.813934,38.84,24.15789,111.839996,81.779999,9.957508,122.989998
"710",102.944862,32.557503,43.481445,63.119556,39.049999,24.409838,110.169998,81.370003,9.92387,123.650002
"711",102.49102,32.682377,43.349838,63.61554,39.02,24.419527,110.120003,81.279999,9.960946,123.529999
"712",103.417618,32.748962,43.64814,63.981815,39.259998,24.467979,110,80.93,9.927238,123.290001
"713",102.935425,32.43264,43.37616,63.859718,38.77,24.458288,109.940002,81.209999,9.910385,123.050003
"714",102.538307,32.366039,43.069103,63.249283,38.700001,24.584263,108.980003,81.220001,9.918808,123.010002
"715",102.717934,32.457603,42.867302,63.4324,38.720001,24.700544,108.510002,80.919998,9.918808,123.400002
"716",101.555,31.783314,42.577774,61.326397,37.869999,25.000944,106.75,80.540001,9.859822,123.360001
"717",101.848099,31.9165,42.647964,61.814762,37.41,25.000944,106.779999,80.260002,9.876673,123.860001
"718",99.95713,31.117344,41.8759,61.768967,37.18,25.262581,105.260002,80.230003,9.901958,124.660004
"719",99.380371,31.342104,42.156651,61.822372,37.689999,25.543602,103.669998,80.059998,9.910385,125.339996
"720",100.032768,31.583511,42.472496,62.898266,37.549999,25.407936,104.449997,80.110001,9.910385,125.169998
"721",99.597832,31.358757,42.235611,62.860119,38.209999,25.669575,103.080002,80.059998,9.901958,125.089996
"722",100.883682,31.908178,42.876076,63.508728,38.459999,25.475767,104.010002,80.080002,9.918808,125.110001
"723",101.044434,31.766665,42.946262,63.485832,38.189999,25.485458,104.190002,80.07,9.927238,124.699997
"724",102.037193,32.274456,43.621826,64.81353,38.41,24.981564,106.639999,80.940002,9.986222,124.739998
"725",102.188484,31.791632,43.516541,64.782997,38.77,25.359486,104.690002,80.330002,9.960946,124.900002
"726",102.849953,32.745068,43.797291,66.40831,39.119999,25.020323,106.32,80.980003,9.9778,125.07
"727",102.650948,32.895092,43.814838,66.324379,39.080002,24.748999,107.839996,81.150002,9.986222,124.660004
"728",102.281357,33.061771,43.770973,65.759697,39.380001,24.826519,107.440002,81.209999,10.011511,124.489998
"729",99.940613,32.828419,43.384937,64.625183,39.029999,24.758688,107.879997,81.389999,9.986222,124.529999
"730",99.599442,32.545048,43.297203,64.287437,38.509998,24.8459,107.07,81.550003,9.952518,124.599998
"731",99.997475,32.703407,43.437576,64.371872,38.759998,24.86528,107.160004,81.589996,9.9778,124.580002
"732",101.144157,32.820087,44.060497,65.292999,39.040001,25.059088,106.32,80.919998,9.969374,124.68
"733",100.073296,32.353363,43.849926,64.717285,38.779999,25.097847,105.709999,81.019997,10.007372,125.080002
"734",99.552063,32.636726,44.051723,64.625183,38.790001,25.107538,105.800003,81.209999,10.041155,125.099998
"735",99.618401,32.978432,44.490402,65.116463,38.669998,24.913731,106.989998,81.139999,10.024268,124.889999
"736",100.262825,33.12011,44.727283,64.632843,38.900002,25.000944,106.339996,80.790001,10.032714,125
"737",101.058853,33.028431,45.894165,64.732658,39.16,25.039705,106.029999,80.949997,10.032714,124.980003
"738",101.693787,32.945091,46.859245,63.389332,39.349998,25.301344,104.769997,80.540001,10.007372,124.919998
"739",102.110779,33.028431,46.806602,63.343281,39.720001,25.359486,104.330002,80.849998,10.007372,125.040001
"740",101.854897,32.836742,47.008396,63.174412,39.529999,25.398247,104.029999,80.940002,10.015821,125.019997
"741",101.561104,32.961754,46.94698,63.396996,39.57,25.204441,104.709999,81.379997,10.032714,125
"742",102.196037,33.070099,47.052258,62.921104,39.57,25.088156,105.07,81.559998,10.032714,125.360001
"743",102.053917,32.953434,47.438293,63.082275,39.200001,24.894354,105.889999,81.620003,10.032714,125.190002
"744",100.461838,32.378365,46.341599,62.790607,38.689999,24.836208,106.360001,81.809998,10.041155,124.919998
"745",101.96862,32.486713,46.666222,62.882694,39.049999,24.981564,105.550003,81.5,10.024268,124.919998
"746",102.404549,32.636726,47.22773,62.990177,39.23,25.010633,105.540001,81.220001,10.015821,124.769997
"747",102.963684,32.711735,47.578667,63.12067,38.849998,25.010633,105.449997,81.019997,9.98204,124.75
"748",103.352188,32.803406,47.736599,63.289539,38.650002,24.826519,106.43,81.309998,9.998932,124.75
"749",104.754753,32.953434,47.938377,63.420036,38.639999,24.729616,106.809998,81.730003,10.015821,124.599998
"750",104.489426,33.403469,48.245453,63.335602,39.119999,24.652096,107.040001,81.599998,10.007372,124.709999
"751",104.280922,33.395142,48.166492,63.212776,38.41,24.497051,107.889999,81.75,9.98204,124.720001
"752",103.627007,32.936756,47.727818,61.938549,37.73,24.283863,109.25,81.629997,9.956701,123.629997
"753",101.99704,33.020096,47.104897,60.932972,37.720001,24.138508,110.370003,81.379997,9.977012,123.269997
"754",103.513329,33.186783,47.762909,61.454952,37.869999,24.322624,109.620003,80.910004,9.926242,122.660004
"755",101.826454,32.553383,46.876797,60.119297,37.099998,24.254793,110.029999,81.059998,9.917777,121.330002
"756",101.125206,32.995102,46.464439,60.004166,36.200001,23.983465,111.550003,81.339996,9.88393,120.589996
"757",101.731705,32.836742,46.367924,60.925293,35.950001,24.109436,110.75,81.129997,9.909315,121.07
"758",103.001579,33.611824,46.859245,61.777344,37.060001,24.138508,110.139999,81.160004,9.926242,121.519997
"759",102.603546,33.186783,46.350384,60.848541,36.93,24.21603,109.610001,80.889999,9.867006,121.050003
"760",102.139191,33.053436,46.218777,61.032764,36.380001,24.080366,110.199997,81.07,9.875468,120.370003
"761",102.347679,33.136776,46.183689,60.44936,36.48,23.86718,111.480003,81.540001,9.867006,120.089996
"762",103.845009,33.845184,46.42057,61.616142,36.959999,23.789656,112.099998,81.540001,9.88393,120.129997
"763",103.845009,33.836849,46.903114,62.245583,37.310001,23.750896,112.510002,81.419998,9.926242,120.709999
"764",104.299866,33.636829,46.517082,62.084385,37.02,23.983465,111.139999,80.959999,9.88393,120.360001
"765",104.186157,33.703506,46.74519,61.869453,38,24.264482,109.550003,80.459999,9.858541,120.849998
"766",104.252487,33.803516,46.61359,61.815731,37.459999,24.312935,109.129997,80.129997,9.867006,120.75
"767",104.792641,33.928528,46.569721,61.524029,37.099998,24.274172,109.220001,80.300003,9.892391,120.699997
"768",104.688408,33.561813,47.324238,61.447277,36.84,24.497051,108.139999,79.910004,9.88393,120.849998
"769",105.15274,33.211781,46.920658,61.577763,36.869999,24.778067,107.089996,78.480003,9.909315,121.059998
"770",104.91584,33.145115,46.201237,61.454952,35.959999,24.710236,107.519997,78.330002,9.909315,121.040001
"771",104.290413,32.528378,45.894165,60.748749,35.400002,24.671473,107.910004,78.25,9.938146,121.279999
"772",104.641022,32.495052,45.709919,61.493328,35.790001,24.81683,107.309998,77.809998,9.912705,120.970001
"773",104.309349,32.828419,45.762554,60.925293,35.02,24.438908,109.470001,78.260002,9.870309,119.769997
"774",104.622078,33.328476,45.973125,60.050224,34.23,24.274172,110.769997,78.18,9.827912,118.839996
"775",103.826042,32.836742,45.604633,59.935078,34.740002,24.303246,110.389999,78.110001,9.85335,119.040001
"776",103.579659,32.336689,45.271236,59.267273,34.049999,24.51643,109.129997,77.290001,9.810952,118.510002
"777",102.52774,32.270031,45.201057,59.159786,33.720001,24.235411,110.849998,78.089996,9.819429,118.269997
"778",102.35717,32.145008,44.815022,58.729942,34,24.206341,110.739998,78.120003,9.793993,117.809998
"779",103.759712,33.061771,45.016808,59.144447,34.419998,24.070677,111.269997,79.239998,9.768551,117.629997
"780",103.911339,33.161777,45.218601,59.505199,34.93,24.138508,110.690002,78.720001,9.819429,118.279999
"781",102.546684,32.270031,44.665867,59.129082,33.799999,24.099749,110.809998,78.699997,9.819429,117.739998
"782",103.10582,32.203342,44.499168,59.605003,34.029999,24.148199,110.400002,78.699997,9.836391,117.860001
"783",103.390099,32.053326,44.665867,60.111614,33.41,23.935013,111.379997,78.68,9.836391,117.93
"784",104.896912,32.645054,44.990486,60.940655,33.369999,23.857492,111.720001,79.029999,9.827912,118.190002
"785",104.378281,32.460522,44.858887,60.472404,33.34,23.915632,111.410004,79.169998,9.861829,118.339996
"786",105.147652,33.710636,45.420391,59.850647,34.139999,23.964083,111.309998,78.709999,9.810952,118.230003
"787",105.233147,33.634102,45.938026,59.351688,34.610001,24.2451,109.660004,78.389999,9.793993,118.519997
"788",104.691727,33.353466,45.707024,59.029289,34.529999,24.19665,109.940002,78.419998,9.810952,118.389999
"789",104.482796,33.412991,45.424885,58.430576,34.419998,24.15789,110.029999,78.580002,9.793993,117.599998
"790",103.789375,33.549049,44.790062,58.850803,34.790001,24.225721,109.699997,78.419998,9.760078,117.300003
"791",101.338799,32.035309,43.881912,57.935875,33.860001,24.090057,110.370003,79.290001,9.827912,117.080002
"792",101.69973,31.831202,44.340397,57.912624,33.700001,24.254793,109.459999,79.349998,9.831315,117.410004
"793",102.507103,32.02681,44.455009,58.86631,34.209999,24.448599,108.529999,78.849998,9.80582,117.230003
"794",102.535606,31.899246,44.675442,59.013634,33.900002,24.390455,108.809998,78.910004,9.822816,116.879997
"795",102.298126,30.734165,43.379356,59.385807,33.52,24.438908,108.510002,79.279999,9.856803,117.080002
"796",102.554604,30.810707,42.726894,60.316254,33.580002,24.51643,108.139999,79.25,9.873799,117.900002
"797",100.76889,30.419514,40.646091,60.083668,33.84,24.419527,108.699997,80.459999,9.899283,118.080002
"798",100.711899,31.142368,41.757034,59.796772,34.48,24.497051,108.25,80.029999,9.848304,118.040001
"799",102.250633,32.851715,42.7798,60.293022,35.150002,24.322624,109.410004,79.029999,9.80582,117.489998
"800",104.045853,32.80069,43.035492,60.378296,36.080002,24.56488,107.980003,78.660004,9.79732,117.629997
"801",104.729729,33.021801,42.806252,60.502365,36.029999,24.526119,108.029999,78.68,9.814318,117.800003
"802",104.843704,32.91124,42.497658,60.603161,36.18,24.632713,107.519997,78.440002,9.831315,118.349998
"803",106.32547,33.242912,42.956139,61.091648,36.810001,24.768377,106.800003,78.230003,9.831315,118.419998
"804",107.892685,33.098331,43.255917,60.874531,36.919998,24.826519,106.470001,78.269997,9.839808,118.919998
"805",108.263138,33.191883,42.938503,60.944313,36.84,24.836208,106.370003,78.129997,9.822816,119.129997
"806",108.196663,33.132351,43.053127,60.773735,36.509998,24.661785,107.360001,78.349998,9.839808,118.800003
"807",106.971352,32.996288,42.638718,61.037365,36.200001,24.719925,107.169998,78.300003,9.839808,119.050003
"808",106.572403,32.979271,42.462391,60.277489,35.82,24.623024,107.93,78.43,9.8653,119.190002
"809",105.527603,32.639114,41.924541,60.533375,36.02,24.661785,107.75,78.410004,9.8653,119.610001
"810",104.65374,32.324448,41.051682,60.641922,35.380001,24.467979,108.900002,78.760002,9.882291,119.580002
"811",105.556099,32.681633,41.748215,60.680695,35.68,24.48736,108.559998,78.580002,9.8653,119.629997
"812",105.955048,32.707138,42.189064,61.076126,35.970001,24.623024,107.769997,78.309998,9.856803,119.440002
"813",106.458435,32.571068,41.668861,60.773735,36.060001,24.719925,107.290001,78.209999,9.8653,119.910004
"814",106.00251,32.962265,40.848888,61.634392,36.439999,24.700544,107.489998,78.300003,9.937683,120.080002
"815",105.803047,32.766663,41.051682,61.184696,36.549999,24.826519,106.879997,78.080002,9.895103,120.040001
"816",106.619926,33.157864,41.095764,60.78149,36.650002,24.81683,107.029999,77.75,9.878073,119.190002
"817",105.974022,33.668114,41.360268,60.897804,36.82,24.613333,108.099998,77.93,9.886586,119.660004
"818",104.615753,33.132351,40.443306,61.300995,36.560001,24.613333,108.349998,77.620003,9.929165,120.260002
"819",105.841042,32.281929,39.535168,62.425274,37.27,24.497051,108.709999,78.040001,9.903618,120.209999
"820",105.299629,31.99279,39.032593,62.59586,37.48,24.555191,108.239998,78.040001,9.886586,120
"821",104.606255,31.72916,38.494762,62.223675,37.049999,24.400146,109.190002,78.400002,9.920649,119.980003
"822",97.263969,30.325964,36.572674,60.61866,35.380001,24.031914,111.5,79.489998,9.946193,120.089996
"823",93.521584,29.484049,34.756382,57.780792,33.540001,23.634613,113.769997,81.860001,9.946193,119.949997
"824",93.170128,29.764687,35.920219,56.191277,34.630001,23.799347,112.760002,81.660004,9.912137,118.809998
